context,comparison,gene,l2fc_12h_RMC2C,qval_12h_RMC2C,l2fc_48h_RMC2C,qval_48h_RMC2C,l2fc_12h_RMC219,qval_12h_RMC219,l2fc_48h_RMC219,qval_48h_RMC219,mean_l2fc_48h,probe_id,log2fc,pvalue,qvalue,t_stat,gene_annotation_raw,gene_symbol,log2FC_disease_state
Penile SCC,tumor vs normal penis,NM_033647 // HELB // helicase (DNA) B // 12q14.3|12q // 92797 /// ENST00000247815 // HELB // helicase (DNA) B // 12q14.3|12q // 92797,,,,,,,,,,TC12000593.hg.1,1.0243749999999991,0.000482622288218,0.0013250332525121,4.364992114756736,NM_033647 // HELB // helicase (DNA) B // 12q14.3|12q // 92797 /// ENST00000247815 // HELB // helicase (DNA) B // 12q14.3|12q // 92797,HELB,1.0243749999999991
Penile SCC,tumor vs normal penis,--- // --- // accn=NR_038390 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_038390 cpcScore=0.7421070 cnci=-0.2455649 // --- // ---,,,,,,,,,,TC11002849.hg.1,1.0241666666666678,3.5951105198467765e-06,2.202400645778945e-05,6.589286646462393,--- // --- // accn=NR_038390 class=lncRNA name= ref=RefGeneNoncode transcriptId=NR_038390 cpcScore=0.7421070 cnci=-0.2455649 // --- // ---,---,1.0241666666666678
Penile SCC,tumor vs normal penis,OTTHUMT00000370382 // OTTHUMG00000162780 // NULL // --- // --- /// OTTHUMT00000370382 // CTD-2227C6.3 // NULL // --- // ---,,,,,,,,,,TC05001551.hg.1,1.0241666666666678,3.6692770567055e-05,0.0001462685602628,5.274619817008942,OTTHUMT00000370382 // OTTHUMG00000162780 // NULL // --- // --- /// OTTHUMT00000370382 // CTD-2227C6.3 // NULL // --- // ---,OTTHUMG00000162780,1.0241666666666678
Penile SCC,tumor vs normal penis,--- // --- // linc-PFKP-6 chr10:+:2114038-2123291|linc-PFKP-6 chr10:+:2114123-2114923 // --- // ---,,,,,,,,,,TC10001811.hg.1,1.0241666666666671,3.846764992144488e-07,4.395335810313585e-06,8.116252274722775,--- // --- // linc-PFKP-6 chr10:+:2114038-2123291|linc-PFKP-6 chr10:+:2114123-2114923 // --- // ---,---,1.0241666666666671
Penile SCC,tumor vs normal penis,"NM_001146039 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// NM_152281 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// NR_027397 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000367762 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000367763 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000498166 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// BC047476 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// BC064945 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// OTTHUMT00000085227 // GORAB // NULL // --- // --- /// OTTHUMT00000085226 // GORAB // NULL // --- // --- /// OTTHUMT00000085229 // GORAB // NULL // --- // --- /// OTTHUMT00000085230 // GORAB // NULL // --- // --- /// OTTHUMT00000085231 // GORAB // NULL // --- // --- /// OTTHUMT00000085232 // GORAB // NULL // --- // ---",,,,,,,,,,TC01001482.hg.1,1.024166666666666,0.0001318638459539,0.0004316497062183,4.718658700884546,"NM_001146039 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// NM_152281 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// NR_027397 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000367762 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000367763 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// ENST00000498166 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// BC047476 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// BC064945 // GORAB // golgin, RAB6-interacting // 1q24.2 // 92344 /// OTTHUMT00000085227 // GORAB // NULL // --- // --- /// OTTHUMT00000085226 // GORAB // NULL // --- // --- /// OTTHUMT00000085229 // GORAB // NULL // --- // --- /// OTTHUMT00000085230 // GORAB // NULL // --- // --- /// OTTHUMT00000085231 // GORAB // NULL // --- // --- /// OTTHUMT00000085232 // GORAB // NULL // --- // ---",GORAB,1.024166666666666
Penile SCC,tumor vs normal penis,--- // --- // accn=AK095308 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=4319 cpcScore=-1.1313300 cnci=-0.3603212 // --- // ---,,,,,,,,,,TC12002773.hg.1,1.0239583333333335,0.0016132002463807,0.0037377315573031,3.644718404100174,--- // --- // accn=AK095308 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=4319 cpcScore=-1.1313300 cnci=-0.3603212 // --- // ---,---,1.0239583333333335
Penile SCC,tumor vs normal penis,--- // --- // linc-OR4C12-2 chr11:-:50231597-50233106 // --- // ---,,,,,,,,,,TC11003157.hg.1,1.0239583333333333,0.0012980998200076,0.0030974588213948,3.876947664271289,--- // --- // linc-OR4C12-2 chr11:-:50231597-50233106 // --- // ---,---,1.0239583333333333
Penile SCC,tumor vs normal penis,--- // --- // linc-P2RY1-1 chr3:+:152487184-152517694 // --- // ---,,,,,,,,,,TC03002608.hg.1,1.0239583333333333,3.015293597370652e-05,0.0001237566073319,5.494435872068922,--- // --- // linc-P2RY1-1 chr3:+:152487184-152517694 // --- // ---,---,1.0239583333333333
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000322440 cpcScore=-1.1150400 cnci=-0.2497148 // --- // ---,,,,,,,,,,TC02003970.hg.1,1.0239583333333329,4.479672558979702e-05,0.0001727701916515,5.1894351212153405,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000322440 cpcScore=-1.1150400 cnci=-0.2497148 // --- // ---,---,1.0239583333333329
Penile SCC,tumor vs normal penis,--- // --- // linc-LRRTM4-5 chr2:-:79102284-79107703 // --- // ---,,,,,,,,,,TC02004358.hg.1,1.0237500000000006,8.315538235154776e-05,0.0002912961902492,5.06801367426399,--- // --- // linc-LRRTM4-5 chr2:-:79102284-79107703 // --- // ---,---,1.0237500000000006
Penile SCC,tumor vs normal penis,--- // --- // accn=AK127862 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=219 cpcScore=-1.1084700 cnci=-0.3797048 // --- // ---,,,,,,,,,,TC0X001838.hg.1,1.0237499999999995,3.934713969629736e-06,2.363531749120822e-05,6.28717830163286,--- // --- // accn=AK127862 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=219 cpcScore=-1.1084700 cnci=-0.3797048 // --- // ---,---,1.0237499999999995
Penile SCC,tumor vs normal penis,NM_006685 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000304915 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000381030 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000504825 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// BC015327 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// BC094707 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// OTTHUMT00000251552 // SMR3B // NULL // --- // --- /// OTTHUMT00000364117 // SMR3B // NULL // --- // --- /// OTTHUMT00000362613 // SMR3B // NULL // --- // ---,,,,,,,,,,TC04002935.hg.1,1.0235416666666677,0.0002167624187557,0.0006644363419764,4.690120867961306,NM_006685 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000304915 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000381030 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// ENST00000504825 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// BC015327 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// BC094707 // SMR3B // submaxillary gland androgen regulated protein 3B // 4q13.3 // 10879 /// OTTHUMT00000251552 // SMR3B // NULL // --- // --- /// OTTHUMT00000364117 // SMR3B // NULL // --- // --- /// OTTHUMT00000362613 // SMR3B // NULL // --- // ---,SMR3B,1.0235416666666677
Penile SCC,tumor vs normal penis,--- // --- // linc-ARHGEF26-2 chr3:+:153480917-153482081 // --- // ---,,,,,,,,,,TC03002615.hg.1,1.0235416666666666,1.1347009750950273e-05,5.498284116404778e-05,5.80474601598926,--- // --- // linc-ARHGEF26-2 chr3:+:153480917-153482081 // --- // ---,---,1.0235416666666666
Penile SCC,tumor vs normal penis,NM_001185075 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185076 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185081 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185082 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_002024 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NR_033699 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NR_033700 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000218200 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000334557 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370470 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370471 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370475 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370477 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000439526 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000440235 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000492846 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// BC086957 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// OTTHUMT00000058656 // FMR1 // NULL // --- // --- /// OTTHUMT00000058658 // FMR1 // NULL // --- // --- /// OTTHUMT00000058655 // FMR1 // NULL // --- // --- /// OTTHUMT00000058659 // FMR1 // NULL // --- // --- /// OTTHUMT00000058657 // FMR1 // NULL // --- // --- /// OTTHUMT00000058664 // FMR1 // NULL // --- // --- /// OTTHUMT00000058660 // FMR1 // NULL // --- // --- /// OTTHUMT00000058661 // FMR1 // NULL // --- // --- /// OTTHUMT00000058662 // FMR1 // NULL // --- // --- /// OTTHUMT00000058663 // FMR1 // NULL // --- // ---,,,,,,,,,,TC0X000705.hg.1,1.0235416666666657,0.012352107140271,0.0219128619721062,2.795142072950853,NM_001185075 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185076 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185081 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_001185082 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NM_002024 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NR_033699 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// NR_033700 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000218200 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000334557 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370470 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370471 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370475 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000370477 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000439526 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000440235 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// ENST00000492846 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// BC086957 // FMR1 // fragile X mental retardation 1 // Xq27.3 // 2332 /// OTTHUMT00000058656 // FMR1 // NULL // --- // --- /// OTTHUMT00000058658 // FMR1 // NULL // --- // --- /// OTTHUMT00000058655 // FMR1 // NULL // --- // --- /// OTTHUMT00000058659 // FMR1 // NULL // --- // --- /// OTTHUMT00000058657 // FMR1 // NULL // --- // --- /// OTTHUMT00000058664 // FMR1 // NULL // --- // --- /// OTTHUMT00000058660 // FMR1 // NULL // --- // --- /// OTTHUMT00000058661 // FMR1 // NULL // --- // --- /// OTTHUMT00000058662 // FMR1 // NULL // --- // --- /// OTTHUMT00000058663 // FMR1 // NULL // --- // ---,FMR1,1.0235416666666657
Penile SCC,tumor vs normal penis,ENST00000525199 // ZNF705E // zinc finger protein 705E // --- // ---,,,,,,,,,,TC11002046.hg.1,1.0235416666666657,6.252394469101447e-07,6.090763036778456e-06,7.239259289981103,ENST00000525199 // ZNF705E // zinc finger protein 705E // --- // ---,ZNF705E,1.0235416666666657
Penile SCC,tumor vs normal penis,"ENST00000364340 // RNA5SP139 // RNA, 5S ribosomal pseudogene 139 // --- // ---",,,,,,,,,,TC03000669.hg.1,1.0235416666666657,4.24527330491863e-05,0.0001649642166731,5.296530350822174,"ENST00000364340 // RNA5SP139 // RNA, 5S ribosomal pseudogene 139 // --- // ---",RNA5SP139,1.0235416666666657
Penile SCC,tumor vs normal penis,OTTHUMT00000058407 // OTTHUMG00000022476 // NULL // --- // --- /// OTTHUMT00000058407 // RP13-210D15.4 // NULL // --- // --- /// OTTHUMT00000058408 // OTTHUMG00000022476 // NULL // --- // --- /// OTTHUMT00000058408 // RP13-210D15.4 // NULL // --- // ---,,,,,,,,,,TC0X000647.hg.1,1.023333333333334,3.818372683770181e-07,4.374738218351421e-06,7.406788705295776,OTTHUMT00000058407 // OTTHUMG00000022476 // NULL // --- // --- /// OTTHUMT00000058407 // RP13-210D15.4 // NULL // --- // --- /// OTTHUMT00000058408 // OTTHUMG00000022476 // NULL // --- // --- /// OTTHUMT00000058408 // RP13-210D15.4 // NULL // --- // ---,OTTHUMG00000022476,1.023333333333334
Penile SCC,tumor vs normal penis,--- // --- // accn=BC042012 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=3112 cpcScore=-1.0883900 cnci=-0.2917249 // --- // ---,,,,,,,,,,TC17002612.hg.1,1.0233333333333334,0.002919733240766,0.0062425198291048,3.525831243486824,--- // --- // accn=BC042012 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=3112 cpcScore=-1.0883900 cnci=-0.2917249 // --- // ---,---,1.0233333333333334
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000078371 cpcScore=-1.3119600 cnci=-0.3095739 // --- // ---,,,,,,,,,,TC20001505.hg.1,1.0233333333333334,5.233678035931072e-07,5.404799058118266e-06,7.360026051300664,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000078371 cpcScore=-1.3119600 cnci=-0.3095739 // --- // ---,---,1.0233333333333334
Penile SCC,tumor vs normal penis,--- // --- // linc-CDH6-11 chr5:+:24292126-24322125|linc-CDH6-11 chr5:+:24294568-24321224 // --- // ---,,,,,,,,,,TC05002308.hg.1,1.023333333333332,9.943906652271949e-07,8.417852932363297e-06,7.018036639538958,--- // --- // linc-CDH6-11 chr5:+:24292126-24322125|linc-CDH6-11 chr5:+:24294568-24321224 // --- // ---,---,1.023333333333332
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000329514 cpcScore=-0.9041690 cnci=-0.3401774 // --- // ---,,,,,,,,,,TC02004443.hg.1,1.0231250000000007,1.5985751276688237e-06,1.1891229480196114e-05,6.913740819115013,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000329514 cpcScore=-0.9041690 cnci=-0.3401774 // --- // ---,---,1.0231250000000007
Penile SCC,tumor vs normal penis,--- // --- // linc-SEC11A-5 chr15:-:85857856-85873522|linc-SEC11A-5 chr15:-:85870205-85873522 // --- // ---,,,,,,,,,,TC15002683.hg.1,1.0231250000000005,3.639492108038898e-07,4.234774251691055e-06,7.431870430958284,--- // --- // linc-SEC11A-5 chr15:-:85857856-85873522|linc-SEC11A-5 chr15:-:85870205-85873522 // --- // ---,---,1.0231250000000005
Penile SCC,tumor vs normal penis,"--- // --- // AK057188,uc004agx.1 // --- // ---",,,,,,,,,,TC09001190.hg.1,1.0231250000000005,6.403864176355701e-05,0.0002329957651405,6.65378621965074,"--- // --- // AK057188,uc004agx.1 // --- // ---",---,1.0231250000000005
Penile SCC,tumor vs normal penis,"NM_198944 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664 /// BC117212 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664 /// ENST00000248073 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664",,,,,,,,,,TC19001243.hg.1,1.0231249999999994,3.7148897488859344e-05,0.0001477379711205,5.280185477326744,"NM_198944 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664 /// BC117212 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664 /// ENST00000248073 // OR7C1 // olfactory receptor, family 7, subfamily C, member 1 // 19p13.1 // 26664",OR7C1,1.0231249999999994
Penile SCC,tumor vs normal penis,--- // --- // linc-C15orf41-2 chr15:+:36743228-36777325 // --- // ---,,,,,,,,,,TC15002142.hg.1,1.022916666666668,2.600265424952565e-06,1.7129131169270983e-05,6.496814557723103,--- // --- // linc-C15orf41-2 chr15:+:36743228-36777325 // --- // ---,---,1.022916666666668
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=lincRNA name=Human lincRNA ref=Scripture Reconstruction LincRNAs By Luo transcriptId=linc_luo_1826 cpcScore=-1.3174700 cnci=-0.3618469|linc-SLITRK6-6 chr13:-:88096241-88323218|linc-SLITRK6-6 chr13:-:88237112-88323514|linc-SLITRK6-6 chr13:-:88267538-88323528|linc-SLITRK6-6 chr13:-:88267817-88323361 // --- // ---,,,,,,,,,,TC13001613.hg.1,1.0229166666666671,4.619319492515109e-05,0.0001772449609015,5.519128664194816,--- // --- // accn=NULL class=lincRNA name=Human lincRNA ref=Scripture Reconstruction LincRNAs By Luo transcriptId=linc_luo_1826 cpcScore=-1.3174700 cnci=-0.3618469|linc-SLITRK6-6 chr13:-:88096241-88323218|linc-SLITRK6-6 chr13:-:88237112-88323514|linc-SLITRK6-6 chr13:-:88267538-88323528|linc-SLITRK6-6 chr13:-:88267817-88323361 // --- // ---,---,1.0229166666666671
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=lncRNA name=Human lincRNA ref=BodyMapLinc transcriptId=TCONS_00029980 cpcScore=-1.2089200 cnci=-0.3745270 // --- // ---,,,,,,,,,,TC06003325.hg.1,1.0229166666666658,8.975581282557303e-06,4.537039096103972e-05,5.925662741760364,--- // --- // accn=NULL class=lncRNA name=Human lincRNA ref=BodyMapLinc transcriptId=TCONS_00029980 cpcScore=-1.2089200 cnci=-0.3745270 // --- // ---,---,1.0229166666666658
Penile SCC,tumor vs normal penis,--- // --- // accn=AF088005 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2746 cpcScore=-1.2068200 cnci=-0.2891711|linc-AGA-4 chr4:-:181985244-182080302|linc-AGA-4 chr4:-:181985269-182076852 // --- // ---,,,,,,,,,,TC04002858.hg.1,1.0227083333333336,7.370161093957661e-08,1.5669186769088354e-06,8.280563634462439,--- // --- // accn=AF088005 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=2746 cpcScore=-1.2068200 cnci=-0.2891711|linc-AGA-4 chr4:-:181985244-182080302|linc-AGA-4 chr4:-:181985269-182076852 // --- // ---,---,1.0227083333333336
Penile SCC,tumor vs normal penis,"NM_000670 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000265512 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000423445 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000504581 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000505590 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000508393 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// BC022319 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// OTTHUMT00000364220 // ADH4 // NULL // --- // --- /// OTTHUMT00000364508 // ADH4 // NULL // --- // --- /// OTTHUMT00000364503 // ADH4 // NULL // --- // --- /// OTTHUMT00000364221 // ADH4 // NULL // --- // --- /// OTTHUMT00000364501 // ADH4 // NULL // --- // --- /// OTTHUMT00000364502 // ADH4 // NULL // --- // --- /// OTTHUMT00000364504 // ADH4 // NULL // --- // --- /// OTTHUMT00000364505 // ADH4 // NULL // --- // --- /// OTTHUMT00000364506 // ADH4 // NULL // --- // --- /// OTTHUMT00000364507 // ADH4 // NULL // --- // --- /// OTTHUMT00000364509 // ADH4 // NULL // --- // ---",,,,,,,,,,TC04001406.hg.1,1.0227083333333336,1.0676442877442981e-08,4.949261286515799e-07,9.681240617863883,"NM_000670 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000265512 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000423445 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000504581 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000505590 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// ENST00000508393 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// BC022319 // ADH4 // alcohol dehydrogenase 4 (class II), pi polypeptide // 4q22 // 127 /// OTTHUMT00000364220 // ADH4 // NULL // --- // --- /// OTTHUMT00000364508 // ADH4 // NULL // --- // --- /// OTTHUMT00000364503 // ADH4 // NULL // --- // --- /// OTTHUMT00000364221 // ADH4 // NULL // --- // --- /// OTTHUMT00000364501 // ADH4 // NULL // --- // --- /// OTTHUMT00000364502 // ADH4 // NULL // --- // --- /// OTTHUMT00000364504 // ADH4 // NULL // --- // --- /// OTTHUMT00000364505 // ADH4 // NULL // --- // --- /// OTTHUMT00000364506 // ADH4 // NULL // --- // --- /// OTTHUMT00000364507 // ADH4 // NULL // --- // --- /// OTTHUMT00000364509 // ADH4 // NULL // --- // ---",ADH4,1.0227083333333336
Penile SCC,tumor vs normal penis,OTTHUMT00000371900 // OTTHUMG00000163174 // NULL // --- // --- /// OTTHUMT00000371900 // CTD-2050E21.1 // NULL // --- // ---,,,,,,,,,,TC05001889.hg.1,1.022708333333333,2.9655373940721063e-05,0.0001220115716754,5.3750932390507975,OTTHUMT00000371900 // OTTHUMG00000163174 // NULL // --- // --- /// OTTHUMT00000371900 // CTD-2050E21.1 // NULL // --- // ---,OTTHUMG00000163174,1.022708333333333
Penile SCC,tumor vs normal penis,--- // --- // accn=AL833059 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=5380 cpcScore=-1.0761800 cnci=-0.3958591 // --- // ---,,,,,,,,,,TC09002185.hg.1,1.0227083333333329,0.0004118090309428,0.0011542207380363,4.2290472418555405,--- // --- // accn=AL833059 class=mRNAlike lncRNA name=Human lncRNA ref=JounralRNA transcriptId=5380 cpcScore=-1.0761800 cnci=-0.3958591 // --- // ---,---,1.0227083333333329
Penile SCC,tumor vs normal penis,--- // --- // linc-PAM-4 chr5:+:101836244-101841372|linc-PAM-4 chr5:+:101840972-101841374 // --- // ---,,,,,,,,,,TC05002539.hg.1,1.0227083333333329,1.931462993173657e-05,8.540883570364133e-05,5.73338839592274,--- // --- // linc-PAM-4 chr5:+:101836244-101841372|linc-PAM-4 chr5:+:101840972-101841374 // --- // ---,---,1.0227083333333329
Penile SCC,tumor vs normal penis,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000320530 cpcScore=-1.4612100 cnci=-0.3045789 // --- // ---,,,,,,,,,,TC22001119.hg.1,1.0225,7.112328561613601e-05,0.0002548056260421,4.998944227302066,--- // --- // accn=NULL class=mRNAlike lncRNA name=vega lncRNA ref=GENCODE transcriptId=OTTHUMT00000320530 cpcScore=-1.4612100 cnci=-0.3045789 // --- // ---,---,1.0225
Penile SCC,tumor vs normal penis,--- // --- // accn=AJ459835 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000248092_04 cpcScore=-1.0651500 cnci=-0.3333711 // --- // ---,,,,,,,,,,TC06002683.hg.1,1.0224999999999986,8.206925370712444e-06,4.218598282967724e-05,6.3440722874117625,--- // --- // accn=AJ459835 class=mRNAlike lncRNA name=NULL ref=H-invitational v7.5 transcriptId=HIT000248092_04 cpcScore=-1.0651500 cnci=-0.3333711 // --- // ---,---,1.0224999999999986
Penile SCC,tumor vs normal penis,OTTHUMT00000378871 // OTTHUMG00000164458 // NULL // --- // --- /// OTTHUMT00000378871 // RP11-142A23.1 // NULL // --- // ---,,,,,,,,,,TC08000473.hg.1,1.0224999999999982,0.0001113177671891,0.000372482343925,4.832184397216848,OTTHUMT00000378871 // OTTHUMG00000164458 // NULL // --- // --- /// OTTHUMT00000378871 // RP11-142A23.1 // NULL // --- // ---,OTTHUMG00000164458,1.0224999999999982
Penile SCC,tumor vs normal penis,"ENST00000363327 // RNU1-21P // RNA, U1 small nuclear 21, pseudogene // --- // ---",,,,,,,,,,TC11001126.hg.1,1.022291666666666,0.0259238385694766,0.0420621584112934,2.445845900525736,"ENST00000363327 // RNU1-21P // RNA, U1 small nuclear 21, pseudogene // --- // ---",RNU1-21P,1.022291666666666
Penile SCC,tumor vs normal penis,ENST00000543880 // IZUMO3 // IZUMO family member 3 // 9p21.3 // 100129669 /// OTTHUMT00000331479 // IZUMO3 // NULL // --- // ---,,,,,,,,,,TC09000970.hg.1,1.0220833333333346,6.928718351907619e-09,3.847717868977119e-07,9.556212908319976,ENST00000543880 // IZUMO3 // IZUMO family member 3 // 9p21.3 // 100129669 /// OTTHUMT00000331479 // IZUMO3 // NULL // --- // ---,IZUMO3,1.0220833333333346
Penile SCC,tumor vs normal penis,--- // --- // linc-ACVR2A-2 chr2:+:147595316-147607878 // --- // ---,,,,,,,,,,TC02003628.hg.1,1.0220833333333337,1.1495992208512701e-08,5.184642281036204e-07,9.485987238684734,--- // --- // linc-ACVR2A-2 chr2:+:147595316-147607878 // --- // ---,---,1.0220833333333337
Penile SCC,tumor vs normal penis,"ENST00000364724 // RNA5SP517 // RNA, 5S ribosomal pseudogene 517 // --- // ---",,,,,,,,,,TC0X001457.hg.1,1.0220833333333337,1.3053188320042567e-05,6.164888102362809e-05,5.750182927057427,"ENST00000364724 // RNA5SP517 // RNA, 5S ribosomal pseudogene 517 // --- // ---",RNA5SP517,1.0220833333333337
